topic_idx,pola,topic_words
topic_10,0.42487340790687916,"trump,president,white_house,donald,administration,fauci,coronavirus,vice,briefing,task_force"
topic_12,0.3811628524681992,"mr,biden,campaign,election,party,democratic,voter,joe_biden,republican,primary"
topic_2,0.36355229715529636,"coronavirus,pandemic,federal,supply,government,make,effort,ventilator,response,agency"
topic_30,0.36012908521744735,"country,lockdown,government,coronavirus,measure,people,italy,restriction,travel,border"
topic_33,0.3512289892404365,"hospital,care,health,patient,medical,covid,center,facility,home,doctor"
topic_11,0.32758092412729856,"covid,dr,coronavirus,health,disease,drug,expert,risk,treatment,director"
topic_9,0.3000962244000887,"post,twitter,video,facebook,tweet,social_media,share,write,call,make"
topic_27,0.2601065417963224,"year,company,market,stock,price,drop,month,business,global,sale"
topic_8,0.2241669086264595,"state,order,reopen,county,california,governor,business,open,jersey,guideline"
topic_1,0.14134355547451938,"police,officer,man,black,protest,people,arrest,kill,protester,matter"
